Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
5291149.215753629,646884101.4004898,333100000.0,351.5899280812686,0.00037894560055077014
147846505.1385251,646884101.4004898,333100000.0,5211.62654006302,0.022943837673391622
45084123.64367083,646884101.4004898,333100000.0,2472.059878233143,0.001979303275124509
7132311.248830614,646884101.4004898,333100000.0,369.30772481291615,0.0005051647956555966
8435602.310447445,646884101.4004898,333100000.0,559.1337902072052,0.0011757976333685379
1679358.727408504,646884101.4004898,333100000.0,109.58370711836147,0.0002459696753451375
3114625.0022752485,646884101.4004898,333100000.0,165.5767836471805,0.000834680234117417
15369875.274639368,646884101.4004898,333100000.0,973.3185598806857,0.0036837534850413314
12959034.122492699,646884101.4004898,333100000.0,693.3595685146356,0.0014421630091954552
153731662.68024573,646884101.4004898,333100000.0,9722.469743604805,0.017315452004632807
6133064.268301496,774840068.7959297,309900000.0,178.65622366153133,0.0020127004222779492
45337568.10248519,774840068.7959297,309900000.0,1095.1031113673134,0.012148562915355819
139907111.84505677,774840068.7959297,309900000.0,3268.7954580801074,0.03531970411656156
108748484.89806338,774840068.7959297,309900000.0,2765.986957642371,0.029839272166656057
28592724.94590125,774840068.7959297,309900000.0,941.7634369174743,0.011240738998936625
96231391.13052568,774840068.7959297,309900000.0,3429.479697427946,0.03768382889575041
13137548.308805244,774840068.7959297,309900000.0,487.51982600243775,0.005425457760632042
106964154.63536097,774840068.7959297,309900000.0,4076.0539498930234,0.04426193762320755
41976369.9785606,774840068.7959297,309900000.0,1149.3420673460441,0.013809446659763134
719917678.1527443,774840068.7959297,309900000.0,23337.569004267993,0.2268637954507073
65383553.460923694,387960276.46852064,800900000.0,0.0,0.1271919656282794
1414588844.2566118,387960276.46852064,800900000.0,0.0,2.153469530443081
46383112.07666686,387960276.46852064,800900000.0,0.0,0.03670144797207342
44548503.03682925,387960276.46852064,800900000.0,0.0,0.054219521387440045
17719779.146065466,387960276.46852064,800900000.0,0.0,0.025057659114292058
65695225.68335652,387960276.46852064,800900000.0,0.0,0.12828788197203148
273644581.34611404,387960276.46852064,800900000.0,0.0,0.6145670500274494
644320150.5465443,387960276.46852064,800900000.0,0.0,1.2570028765982137
62971880.4631533,387960276.46852064,800900000.0,0.0,0.11045038260073639
762231645.8090498,387960276.46852064,800900000.0,0.0,0.702169423750268
27288354.62378312,430064787.65925366,877900000.0,1392.4892496326122,0.005696192154263199
965245170.1536586,430064787.65925366,877900000.0,46098.716349242655,0.15114724759088047
25399537.763447948,430064787.65925366,877900000.0,1456.2415782640392,0.0018951214262212448
29873624.982265443,430064787.65925366,877900000.0,1567.2270731656142,0.0028381170951229245
9934202.950485347,430064787.65925366,877900000.0,703.8670299722816,0.0013383893235633208
16354412.550654221,430064787.65925366,877900000.0,1037.6702585719192,0.004274289859759078
56797188.18268549,430064787.65925366,877900000.0,3909.0108418236728,0.014316073251921656
129969313.8050473,430064787.65925366,877900000.0,10869.776958357508,0.036780581704425754
20988884.05538306,430064787.65925366,877900000.0,1258.4733270058769,0.0032333609180165536
193719489.98948687,430064787.65925366,877900000.0,20111.753878694115,0.0284895814528709
3658387.6121126786,383323483.7773571,1106400000.0,213.81153496162153,0.00046069245117591636
15312269.988705609,383323483.7773571,1106400000.0,774.0014385858051,0.0016131848340585411
13537064.853376914,383323483.7773571,1106400000.0,582.8046815479876,0.0010730487492229752
35082376.136708096,383323483.7773571,1106400000.0,1928.008249302683,0.0038339518133489355
162243121.3280099,383323483.7773571,1106400000.0,9974.823187972705,0.018017417231336673
21659177.769954227,383323483.7773571,1106400000.0,1278.9420885436266,0.002637445048833494
25047362.67921578,383323483.7773571,1106400000.0,460.0397701504192,0.002509313561927509
15231333.398852203,383323483.7773571,1106400000.0,976.5421355757459,0.002022073880717408
167822354.5763938,383323483.7773571,1106400000.0,10241.598897368336,0.018869995055050385
696928777.3789489,383323483.7773571,1106400000.0,11544.17982506295,0.0734654504849944
0.0,524174541.16454166,1267200000.0,0.0,0.0
5450683.3046800345,524174541.16454166,1267200000.0,151.0330878754175,0.0011691602720746363
103399.87892469867,524174541.16454166,1267200000.0,4.088520301387436,6.435451450531571e-06
0.0,524174541.16454166,1267200000.0,0.0,0.0
1631562.1240459518,524174541.16454166,1267200000.0,86.40490937431738,0.0002911388250266759
0.0,524174541.16454166,1267200000.0,0.0,0.0
0.0,524174541.16454166,1267200000.0,0.0,0.0
0.0,524174541.16454166,1267200000.0,0.0,0.0
2082118.0080871086,524174541.16454166,1267200000.0,87.42955902149957,0.0003004222140898119
63733281.03818792,524174541.16454166,1267200000.0,3228.194217498043,0.008346253802818239
0.0,561730823.6981019,485000000.0,0.0,0.0
8555158.517637756,561730823.6981019,485000000.0,415.66567466516847,0.0011585759954874243
0.0,561730823.6981019,485000000.0,0.0,0.0
14315687.6835397,561730823.6981019,485000000.0,905.3677246035954,0.0016250166823452545
65713708.09861587,561730823.6981019,485000000.0,4598.333325761616,0.007701979711847869
8138239.803996628,561730823.6981019,485000000.0,554.7184770075592,0.001025930328241675
3382155.170791471,561730823.6981019,485000000.0,55.52566599360835,0.00031575670450022095
3402815.194299789,561730823.6981019,485000000.0,251.37649745648707,0.00047034230332868704
67173024.74198069,561730823.6981019,485000000.0,4675.526256817047,0.007965586993284934
166566177.05084434,561730823.6981019,485000000.0,7451.995949335653,0.02019887972942186
57172474.47728157,656371838.7128513,248500000.0,1217.289324492548,0.037097424264768274
2143356997.386265,656371838.7128513,248500000.0,45716.44071829408,1.0939058925903224
