hypervolume,epsilon_progress,nfe
0.0,0,0
0.6242120557058198,22,100
0.7738061697307216,75,1199
0.9292553430499997,121,2296
0.972310143236288,147,3385
0.9999341684308926,195,4467
0.9999420522175558,212,5483
0.9999398343379101,213,6565
0.9999398343379101,213,7632
0.9999398343379101,213,8698
0.9999398343379101,213,9705
