hypervolume,epsilon_progress,nfe
0.0,0,0
0.9379985883179368,18,100
0.9659749693271396,72,1198
0.0,90,2295
0.0,105,3389
0.0,118,4470
0.0,123,5489
0.0,123,6555
0.0,123,7560
0.0,123,8574
0.0,123,9576
