hypervolume,epsilon_progress,nfe
0.0,0,0
0.00826446280991736,1,100
0.00826446280991736,1,1196
0.00826446280991736,1,2290
0.00826446280991736,1,3389
0.00826446280991736,1,4484
0.00826446280991736,1,5579
0.00826446280991736,1,6672
0.00826446280991736,1,7766
0.00826446280991736,1,8861
0.00826446280991736,1,9861
