hypervolume,epsilon_progress,nfe
0.0,0,0
0.00826446280991736,0,100
0.00826446280991736,0,1196
0.00826446280991736,0,2292
0.00826446280991736,0,3386
0.00826446280991736,0,4483
0.00826446280991736,0,5575
0.00826446280991736,0,6670
0.00826446280991736,0,7768
0.00826446280991736,0,8866
0.00826446280991736,0,9965
