A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
10785909.095635483,0.010157743626342733,149944416.93918508,0.1773514679413537,591595508.2202795,1.3159738488356354,8051216.936304163,0.00466428635862468,0.0,0.0,0.0,0.0
112680178.12765974,0.09000806390067517,65840495.01757082,0.0690830667641488,126768629.84001824,0.2530369436345527,56743036.9228156,0.029279789244835527,0.0,0.0,0.0,0.0
52008624.7442019,0.0391494702478348,14527763.804837503,0.014989728284914215,2092859794.9290009,3.6336246712386475,0.0,0.0,0.0,0.0,0.0,0.0
226982706.11910045,0.1692665668206151,727230143.0557302,0.6657133509124541,1987202006.1382005,3.4467911747294107,0.0,0.0,0.0,0.0,0.0,0.0
509920060.98717165,0.2651830105965815,258904857.7396695,0.17550849218694375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556666816.5243616,1.9862406151849208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,480497104.6019428,0.5454277087641178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12051395.678662777,0.010447747557154689,881749870.1833569,0.8867696957184158,1757074046.2295027,3.4006506101714953,0.0,0.0,0.0,0.0,0.0,0.0
597138259.0337923,0.36962697008492984,1174761651.3149283,0.8917750592766851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131140493.0383409,0.11766680169460227,58222562.736218125,0.06883163684793245,0.0,0.0,105080600.52861619,0.05842878610550628,653173419.1951888,0.6954351901352426,0.0,0.0
2554456173.7066045,1.9840753047466735,0.0,0.0,313089500.79196745,0.6065988078946111,0.0,0.0,0.0,0.0,0.0,0.0
1246837789.189701,0.9409971173299336,3358520.726591679,0.003721241690582365,25374154.043907374,0.05234657968795339,54980671.5851244,0.028711244936886426,259387207.72260123,0.2531045294644919,0.0,0.0
3430654758.4142737,1.978858299018603,16210957.90659982,0.013478142953024711,0.0,0.0,13276009.873960933,0.005591680864633031,7178018.708865697,0.005728290861403586,0.0,0.0
1717097719.4236984,1.213820504826911,0.0,0.0,2033274984.2755077,3.571968511709194,0.0,0.0,0.0,0.0,0.0,0.0
99963108.39255142,0.07470133128252422,168877778.77648148,0.16252990896071576,61842375.1812056,0.11388318108050088,169871033.43606037,0.07128272447917247,252086426.98278943,0.20916575480129496,0.0,0.0
40206093.064084485,0.04043198834772473,18257396.613551423,0.024681962283526655,1598105362.3106542,3.7206085460592844,0.0,0.0,0.0,0.0,0.0,0.0
3118126927.455578,2.0182866440501956,0.0,0.0,0.0,0.0,601690.9427063356,0.00025355577393443036,27772384.29604899,0.023281463465522814,0.0,0.0
434730665.74093026,0.2671605195399487,195898259.0487428,0.1574703402975559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676185694.011205,0.45819740674278736,476412592.73792076,0.4129616737430528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3481036620.790307,2.0156021734351794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101973148.39474222,0.07356444738854934,36269022.91557833,0.03512034229673349,142176211.91078037,0.2577284940724348,101557542.03960314,0.04569891145250749,246599750.17899817,0.21570052485996855,0.0,0.0
3081870362.2419095,1.9887199756483493,3695933.79161877,0.0034912468263356383,56038166.65142625,0.09903016911596557,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,186990272.65118086,0.16295882742623036,334816922.4552078,0.5527009492583085,0.0,0.0,0.0,0.0,0.0,0.0
147661284.59940144,0.11785647161739862,22004711.709156726,0.023612156543040844,1134092619.0729136,2.185419728249377,2330679.287273093,0.0011790978743710652,0.0,0.0,0.0,0.0
212939469.14713573,0.1672054890335167,8937939.218994755,0.009399776309536818,302349323.6965053,0.594770473835846,0.0,0.0,0.0,0.0,0.0,0.0
265661873.59251648,0.16724977026381205,294396710.58834,0.23821411933927006,1388893676.4067352,2.112300853730193,3656490.5491953124,0.0015019719489219653,0.0,0.0,0.0,0.0
2574043951.4545555,2.0033159222561316,2891614.7217230583,0.0031157639411031075,1739549827.2763648,3.3476022318679615,0.0,0.0,0.0,0.0,0.0,0.0
4110538418.7435136,2.017053854603992,0.0,0.0,2786067844.572822,3.391822755612134,0.0,0.0,0.0,0.0,0.0,0.0
2892531971.2822766,2.008956575830367,10907945.010514399,0.00975597132916442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3782287529.959467,2.0073534178216788,0.0,0.0,569195446.4256734,0.7567519074869551,0.0,0.0,0.0,0.0,0.0,0.0
2577943738.4673166,2.007157308740011,0.0,0.0,523181484.5267303,1.0038048449820671,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,18756151.633648716,0.01512072556000289,116263691.46704918,0.17051431000759099,12170138.657279346,0.005170015948413828,0.0,0.0,0.0,0.0
62558341.279159054,0.0400772355125209,17131099.07009359,0.014996767847700829,2488604192.7025704,3.6819538618445034,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,112339397.9876779,0.11508596169808905,6397316.708138842,0.012736060551452275,46706165.98351741,0.023388297362166514,0.0,0.0,0.0,0.0
258704571.72776163,0.1716963998312685,282380396.7585863,0.24011696522442674,82976703.90722072,0.13709121692968607,0.0,0.0,527735335.5772986,0.43450280863145074,0.0,0.0
3267390933.8853893,2.016410782321547,0.0,0.0,516953843.2550274,0.8215298558728491,1670704.8280096352,0.0006484132843478452,0.0,0.0,0.0,0.0
0.0,0.0,26866376.476311147,0.024696117339199856,556242551.1768527,0.9179906745592069,0.0,0.0,19876917.16205749,0.016883621145905844,0.0,0.0
2506033092.9403477,1.998097575133793,10686286.978930227,0.01156674816490397,104628502.1954493,0.21520234607996716,16433847.206157528,0.007002172863930852,0.0,0.0,0.0,0.0
312481763.37825865,0.25661459103785855,0.0,0.0,116987638.82267316,0.2448113368593936,0.0,0.0,0.0,0.0,0.0,0.0
504193758.6726037,0.3687956603070538,13324152.7204968,0.013118388640928003,0.0,0.0,153549950.82649016,0.0680938461363151,0.0,0.0,0.0,0.0
0.0,0.0,191280369.08602905,0.24001947460243295,1562307545.5895674,3.5909269020273626,0.0,0.0,0.0,0.0,0.0,0.0
3051464821.5920167,2.0154397972898144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14206308.219872862,0.014865944343959778,492627371.632872,0.9143584635295234,35673917.801299125,0.01716903391085945,0.0,0.0,0.0,0.0
51891915.11452781,0.03987422079199668,3541456.0110241845,0.0036898682472125887,766431125.1523404,1.4103379928305702,144384043.82114232,0.05844121294499575,0.0,0.0,0.0,0.0
15420573.20969797,0.010608074689117824,16119810.578439243,0.01507635530378624,2339011401.339667,3.691260423372689,0.0,0.0,0.0,0.0,0.0,0.0
2043613215.664935,1.9846406980057754,2373744.1841849927,0.003266158979964781,36173124.01056664,0.09442211564285985,0.0,0.0,0.0,0.0,0.0,0.0
869956787.012866,0.6954422358751087,382019838.1388613,0.3931367582913026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2566905275.2618103,1.664609006032892,0.0,0.0,2104222667.449977,3.371213703801163,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3810816.0436515054,0.0038486351236364496,28455234.99179576,0.05292084731337546,103294449.68581933,0.04710453775326787,19359256.358239282,0.01717967871091214,0.0,0.0
96397710.86105269,0.08909180638469752,0.0,0.0,980192895.3357358,2.1781087439292146,0.0,0.0,33190817.959387578,0.03781892612631819,0.0,0.0
148431175.89038405,0.11804707508119569,66273148.65344097,0.06998740476892355,862483198.2208624,1.6704737516301864,0.0,0.0,0.0,0.0,0.0,0.0
3255461891.59201,2.007157308740011,50601778.69141492,0.044267117026701025,2256268165.7324615,3.490487082086638,0.0,0.0,0.0,0.0,0.0,0.0
80852819.33363596,0.07530867155203427,57547311.74800272,0.07085436846267676,0.0,0.0,8602194.794439275,0.005524963164951252,403732060.72998273,0.4668593552619197,0.0,0.0
62285868.65868251,0.03987422079199668,4250809.851136118,0.0036898682472125887,2484247635.097186,3.6717621454756717,0.0,0.0,58778599.24323779,0.044415139279277094,0.0,0.0
2885083393.9303284,2.0023825929035812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346780902.5019937,1.9887199756483493,156914892.7638699,0.17884325999555997,242866992.95732933,0.5338002545238167,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,755643596.4984648,0.8845335055680141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11629833.7363021,0.014893106398122458,37151748.4825288,0.0881168017005359,9736111.548164533,0.006369427315811218,85225153.19628845,0.10023987839908376,0.0,0.0
2753061774.0155144,1.9719458576932933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824080138.0148735,0.45841600769655677,58606876.99924756,0.043996620083671674,2712821299.1240306,3.679294053779374,0.0,0.0,643795474.8131016,0.42299586677737805,0.0,0.0
284099786.2416283,0.17210155175259811,1237030856.4644945,0.9043613693889196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3723242755.280678,1.9678836197681093,435233727.2064291,0.28551676953170646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010222956.3571354,0.9400146609747011,10198862.596341543,0.01311282934507739,65177380.91315407,0.15848311527079975,0.0,0.0,0.0,0.0,0.0,0.0
2371876546.409745,2.0156021734351794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2875990767.6515207,1.9944834660106352,0.0,0.0,76220878.05706264,0.1343457092148859,941180.302172991,0.00035183705279787694,0.0,0.0,0.0,0.0
16670791.428857356,0.010784410733666072,33956091.27511269,0.02941410379038359,107255083.042368,0.17223606844093958,62472198.68654661,0.026238047551552342,0.0,0.0,0.0,0.0
137367507.9118888,0.08603052708955888,861969485.7720695,0.6537688623218466,0.0,0.0,33660593.00162868,0.013278870751254874,23336607.952437833,0.018260012995739282,0.0,0.0
204698429.80208835,0.1715307185517878,304816928.37430704,0.3258903755125303,1846729819.295663,3.6724038135970547,0.0,0.0,0.0,0.0,0.0,0.0
3244881852.126174,1.998882390548895,0.0,0.0,214394449.5295672,0.3298023342391215,0.0,0.0,0.0,0.0,0.0,0.0
1026376925.1821444,0.6224234940276346,0.0,0.0,0.0,0.0,4445589.774633496,0.0021043396283523747,96975846.18106171,0.0787192952175033,0.0,0.0
513041251.03055835,0.3168805505062836,15838648.742793396,0.013265006334852229,164934687.31620434,0.259497023454133,0.0,0.0,0.0,0.0,0.0,0.0
3276472.56701204,0.0021131957458644956,537160148.4710243,0.4200113974469874,2429967540.1513724,3.5473329043782558,0.0,0.0,0.0,0.0,0.0,0.0
2889684640.0879016,2.0064688380565965,0.0,0.0,194832608.7671149,0.3404847231559195,0.0,0.0,0.0,0.0,0.0,0.0
217153717.79976413,0.16733184913351465,3356084.859727553,0.003557340224080932,59341674.69579752,0.11651172553119396,67337364.71967982,0.03365412182981789,0.0,0.0,0.0,0.0
2876315411.292335,1.9947670833328248,0.0,0.0,187447765.90679997,0.3219520038574249,0.0,0.0,0.0,0.0,0.0,0.0
3066802967.212996,1.9764667207315845,11950584.57312312,0.010044567145769276,291258598.89768255,0.4653331735725309,0.0,0.0,0.0,0.0,0.0,0.0
