Expected Annual Damage,Total Investment Costs,Expected Number of Deaths
154719622.13149804,0.0,0.2654946448768455
1689122043.0729208,0.0,2.2224485545092874
243978276.14189297,0.0,0.23559866143006813
2308767693.6754375,0.0,1.804147860234242
291693350.27057576,0.0,0.22621241012868884
210100981.55828217,0.0,0.2681763604942157
494300951.0562182,0.0,0.8930144375044098
401106656.3895709,0.0,0.3751644214791367
73478481.4348588,0.0,0.0871529930835453
1376588817.1331387,0.0,1.8826142085412068
1614342128.5336509,0.0,3.3339117471937043
1028940878.9718685,0.0,0.9069876173946748
2702795848.274153,0.0,2.1974193080229756
2079543951.7397385,0.0,1.7639356909996735
2206785544.7202654,0.0,3.336306624723172
303304995.85113704,0.0,0.2596625547539106
1900185390.196516,0.0,3.3834464313387462
1241315805.9957678,0.0,0.8296051422168279
305810663.460885,0.0,0.33370030133418777
646180674.6951892,0.0,0.7036225683805958
2461218870.2490563,0.0,3.384587710986636
1746143382.5400405,0.0,3.52240950324624
3562420273.2293024,0.0,2.507099419808276
1995233865.8212595,0.0,1.8193985122409115
211647778.80928916,0.0,0.17445332582701614
1148676756.0058796,0.0,1.5974503817172514
330815804.64948,0.0,0.3041603282417811
1778647165.6132145,0.0,3.345690325576002
2696366017.43638,0.0,1.7844835314941023
154646819.19276553,0.0,0.09779616482365659
3099837291.9835925,0.0,1.837944880142725
2212152081.4025607,0.0,3.394821359828958
213207399.72991183,0.0,0.23014283329441787
1821337207.6681132,0.0,2.328102647863983
503706509.7555024,0.0,0.31127719866907166
1325195631.5431898,0.0,0.8471789133998254
233139464.69398046,0.0,0.23445986139483496
520105470.82891536,0.0,0.37681939779461987
2098341925.2399411,0.0,1.7840478842037049
942301391.5497897,0.0,0.9129639935888247
1783637216.2522507,0.0,1.4834760159248908
1316848321.6799698,0.0,2.3671448371343966
1749017240.4099526,0.0,1.1643457099716747
2467062116.071228,0.0,2.3694499156604016
2602425261.3079185,0.0,3.49696312277632
999494338.2133712,0.0,0.6732708400883426
4263476701.970771,0.0,4.842109970252713
4284595808.889474,0.0,4.717983562657323
972164649.6755855,0.0,0.8774551258769023
351463141.38598037,0.0,0.4716684356266561
1826068457.152372,0.0,1.2117858100232335
2649005995.526769,0.0,1.8156277289243787
3058175272.7160406,0.0,1.8025311974108238
2575245713.0274386,0.0,1.7931028009727978
1437022552.56178,0.0,2.1253937733036086
2386854712.475218,0.0,1.7427244434966438
2705861690.034294,0.0,1.7891435395720894
168800041.83718777,0.0,0.22132233322506853
2641740611.454691,0.0,1.8093844481062424
2158827160.86803,0.0,3.7379199824697267
1734246896.4196312,0.0,1.2819189911884312
2346184073.677388,0.0,1.989018913848726
395767866.6861542,0.0,0.2584760134856915
695333324.2129412,0.0,0.7054938252273227
548876279.1079698,0.0,0.4625749820959814
1557844935.3200607,0.0,3.3762656661367094
2799934989.7261343,0.0,1.8692340440896404
2634896884.0883307,0.0,1.8035143260485773
73370932.69217622,0.0,0.056826130274895394
4547293767.977087,0.0,4.232001788654414
2927453858.8925076,0.0,1.9705017109296679
2929602751.7805796,0.0,1.8150698562956404
3161300006.806592,0.0,1.7799590690596538
2765615546.6774607,0.0,2.0531414255667872
2915777204.920916,0.0,1.8046909467671624
1526530158.4470809,0.0,2.5742105244870137
874041610.7037436,0.0,1.484205141623203
3358604353.05719,0.0,1.7858537231421265
903198798.9297197,0.0,0.6028535525447625
1067099190.6022426,0.0,0.9635316617433206
1481542370.1440032,0.0,3.4972686318088657
2489616399.897723,0.0,1.8504252337041238
528353610.246822,0.0,0.44939057845012753
2697226978.8901863,0.0,1.904583486962998
238383016.81266582,0.0,0.17871262415124164
1944854429.357316,0.0,1.5715998848060244
212822833.622747,0.0,0.19434781087573605
689180899.6278709,0.0,1.1043422335863793
